num	period	title	date	body
391	pandemic	"사회공포증, 불안장애의 일종일까요?"	2020.12.03	"서술하기가 좀 애매하긴 하지만 제가 겪은 몇가지 상황들, 감정, 반응을 적어볼게요.,,우선 대인관계에 큰 어려움은 없습니다. 직장에서 팀 단위로 함께 프로젝트를 진행하거나 이끄는 경우가 많았고, 학창시절에도 교우관계 문제는 특별히 없었고요. 다만 초등학교 저학년때는 아이들과 섞이지 못하고 울기만 한 기억이 몇번 있어요.,,사람들이 밀집해서 모여있는 곳, 술집처럼 웅성웅성하는 소리 들리는 곳은 불편해진 이후론 가지 않는데, 그런 곳에서 기절을 하거나 하진 않았으니 공포증까진 아니라고 생각해요.,,문제가 있을지도 모르겠다고 느낀건 첫 직장에서 였습니다. 10년쯤 전에요. 20층 정도 되는 건물을 다 쓰는 대기업이었고 첫 2년은 나름 즐겁게 다녔어요. 팀 선배들도 좋고, 경력에 도움되는 프로젝트도 하고, 예쁨도 받고, 마음 맞는 동기들과 노는것도 재밌었죠. 근데 어느날 부턴가 수 많은 책상들 사이에 앉아있는것, 수천명의 사람들이 들고나는 빌딩에 있는게 이상하고 불편하게 느껴졌어요. 그만두고 싶다는 생각에 잠도 못자고 우울감에 빠지고 처음으로 죽음에 대해 진지하게 고민하게 됩니다. 이때 신경정신과를 찾아 우울증 진단을 받았어요. 빌딩에 사람이 많아서 불편하고 우울하단게 논리적이지 않고, 어쩌면 그냥 회사가기 싫어서 핑계처럼 꾸며낸 생각은 아닐까 싶기도해요. 이유가 뭐든 우울과 불안은 실재했고 결국 퇴사를 하게 됐죠. 그리고 좀 쉬다가 대학원을 갔다가 졸업후 같은 업계의 다른 대기업에 취업을 하게 됐어요. 인터뷰 분위기가 워낙 좋았어서 경력직으로서 적응도 수월했고 만족하면서 다녔어요. 그러나 3개월을 채우지 못하고 이직을 하게됐어요. 7층짜리 작은 건물에 입주한 100명 규모의 스타트업으로요. 물론 커리어적인 이유가 작용했지만, 비교적 작은 규모, 작은 공간이라는게 편안함을 준 것도 있어요. 수천명의 사람들이 우르르 들고 나는 빌딩 아닌것도 좋고요. 회사규모가 점점 커져서 몇년 사이에 200명 가까이 됐지만 신경쓰이지 않았어요. 6년 가까이 다니고 좋은 기회가 있어 최근 이직을 했습니다.,,여긴 천 명이 좀 넘는 정도의 규모인데, 제가 너무 이상하다는걸 알지만.. 너무 불편합니다. 제가 천명을 다 상대하는 것도 아니고 단지 같은 조직에 소속된거고 공간을 공유할 뿐인데 왜 그럴까요. 평소엔 같이 일하는 몇몇과 대면하면 되는데.. 그래서 생각을 해봤는데, 큰 구내 식당에 천명까진 아니더라도 수백명이 우글우글 있는거나, 연말 등 큰 행사때 전직원이 모이는걸 상상하면 불안해집니다. 이런 불편한 상상이 자꾸 머리 속으로 침입하고 스트레스 때문에 일에도 몰입이 잘 안되고, 잠도 오지 않은게 한달이 넘었어요. 그래서 사람 수가 적은 환경으로 다시 옮기는게 어떨까 진지하게 고민중입니다.,,제가 우울한 사람이긴 해도 사회불안장애가 있을거란 생각은 여태까지 별로 안해봤거든요. 저를 멀리서 보는 사람은 아마 저의 정신적 어려움은 짐작도 못할거에요. 원할 때 마다 이직 잘 하고 하고 싶은 대로 사는 자유로운 영혼이라 부럽단 얘길 종종 듣거든요. 사실 저는 공사 명확한게 중요한 사람이라 개인적인 정신건강 문제로 회사에서 문제 일으키기 전에 그만두는 방법을 택한거였어요.,,일종의 사회불안장애라고 할 수 있을지 아니면 단순히 선호의 문제인지 궁금합니다.,,그리고 어느 정도 불안장애가 있는거라면, 편한 환경으로 옮기는게 좋을까요 아니면 버티는게 좋을까요?"
392	pandemic	우울증약 복용 직장생활 가능하나요	2020.12.04	"우울증 진단받고 현재 TMS 치료 진행 중입니다.,(우울증 진단 전, 약물 과다복용을 통한 극단적 시도 경험이 있고, 평소 음주도 많이하여,우선 비약물적 치료로 진행 중입니다.),,선생님께서도 금주를 강력히 요청하시어 음주는 최대한 안해보려고 합니다..,,무튼, 차주부터는 우울증약 복용도 병용하여 치료를 진행하고자 합니다.,,하지만... 문제가,제가 해외현장 근무자 입니다. 지금은 국내에 있는데 조만간 다시 출국해야하는 상황입니다.,가면 폐쇄적인 공간에... 또 도질것같고,우울증약도 그렇게 많은양을 한번에 처방받지 못하기 때문에 치료가 끊길거 같습니다.,,개인적으로는 질병휴직 또는 퇴사를 강력히 고려하고 있으나,,해외근무 특성상 휴직이 곧 퇴사를 의미하는것과 거의 동일 합니다.,,그래서 이러지도 저러지도 못하고 있는 상황인데,,조언을 부탁 드립니다.,,약 복용하고도 업무 진행 가능한가요 ;;,(중동 건설현장입니다.)"
393	pandemic	우울증은 나을수 있는 병인가요?	2020.12.04	"오랫동안 우울증을 앓아왔습니다. 정신과에 다니기시작한지는 5년된 것 같네요,현재 저는 공무원이고, 생활의 압박이나 걱정은 따로 없습니다.,,하지만 저는 저의 삶이 기대되지않습니다. 하루하루 시간을 떼워가며 우연히 죽을날을 기다리고있는 것 같아요. 모든 일에 의욕이 없고 아무것도 하고싶지 않습니다. 그저 졸리고 항상 잠을 자도자도 졸립니다.,그리고 업무적인 부분에서도 엉망진창입니다.. 제가 공무원이 아니었다면 진작 잘렸을거에요.,,아까 생활의 압박이나 걱정은 없다고했지만, 항상 불안합니다. 무슨일이 제게 벌어질 것 같아요,죽음이나 잠듦만으로 이 불안에서 벗어날 수 있을듯합니다.,,우울하면 사람을 만나보라는데, 사람을 만나는 것 조차 저에겐 고통입니다.,사람을 만나면 더 피곤하고 죽고싶어져요... 저는 앞으로 어떻게 살아야할까요?,저는 25살입니다. 아직 젊죠 하지만 아무것도 하고싶지않아요,,자살방법을 찾아보다가 가장 효과적인 자살방법을 찾긴했습니다.,하지만 실패할때가 너무 무서워요.. 제가 죽지못하고 불구가되어 가족에게 폐를 끼칠 것을 생각하니까요,,그리고 문득 생각합니다.,나는 이렇게죽고싶은 만큼 살고싶은데.. 왜 힘이 안나는 걸까..,,누군가는 제게 좀 쉬어가는건 어떻냐고 묻습니다.,하지만 그럴수없어요... 이 일을 버리고나면 아무능력도 쓸모도 없는 저는 갈 곳이 없습니다.,,약을 5년가까이먹어왔는데 이 감정에서는 벗어날수 없네요.. 너무괴로워요..."
394	pandemic	우울증이라고 진단 받았는데	2020.12.04	"진짜일까요??,,푸로작확산정 처방 받았는데 우울증이 심해서 먹는건가요 아님 금방 없어질 초기증상이라 처방 받는건가요??"
395	pandemic	약간만 스트레스를 받아도 화가 치밀어 오르고 식욕부진과 불면증도 나타납니다. (하남 30대후반/여 우울증)	2020.12.05	"작년에 둘째를 낳고 육아휴직 중이고, 내년 봄에 복직예정인데요.,,몸이 너무 안 좋아서 치료를 받아야 회사를 나갈 수 있을 거 같아요.,,남편이랑 안 맞아서 자주 싸우고, 맨날 스트레스를 받으니까 살 수가 없어요.,,하루에도 몇번씩 울고, 소리지르고 제가 생각해도 제 정신이 아닌 것 같네요.,,남편은 이제 대화도 안 하려고 하고, 큰애도 슬슬 말을 안 들으니 더 미칠 것 같습니다.,,제일 힘든 증상은 약간만 스트레스를 받아도 화가 치밀어 오르고 감정이 조절이 안 된다는 거고,,,식욕도 없고, 잠을 잘 못자는 거예요.,,몸이 힘드니까 애들을 잘 못 돌봐주니 죄책감도 들고요.,,어디서부터 제가 노력해야 할지 모르겠어요.,,너무 답답해서 병원을 갔는데, 우울증이라고 하면서 약을 처방해 주는데, 제가 정신과 약까지 먹으면 더 우울할 것 같아요.,,지푸라기라도 잡고 싶은 심정입니다.,,도와주세요."
396	pandemic	자다가 갑자기 앉아서 자는증상	2020.12.05	"우울증 진단 받았고 항우울제, 신경안정제 등 3개월정도 매일 복용하고 있습니다. 이전에는 없던 증상인데 자다가 갑자기 앉아서 잔다거나 하는 증상들이 생겼는데 혹시 약물 부작용인지 아님 다른 수면장애인지 궁금합니다,. 중간에 앉아서 자는건 기억이 다 나구요,앉아서 자기만 하고 돌아다니진 않는데 수면질이 떨어져서 너무 피곤하네요. 도와주세요"
397	pandemic	정신건강의학과.	2020.12.06	"학교에서 왕따와 괴롭힘으로,우울증 조울증 충동조절장애 분노조절장애 피해망상 조현병에 걸렸는데요...,거의 5번 정도 입원했다 퇴원했다 그랬습니다.,제가 가지고 있는 병들....,평생 못 고치나요? 평생 약먹어야하나요?,왕따다 정신과에 입원했다 그러면,사람들 저랑 친구하려고 하지 않습니다ㅠㅠ,그렇다고 동정심을 주는 것도아니구요.,오히려 피하고 무시하고.....,결혼도 못하나요?ㅠㅠ,장애진단서도 못 받고...,죽어야하나요?,원장님이 이 병에 걸린것도 운명이라네요ㅠㅠ"
398	pandemic	산재 요양급여 및 퇴직	2020.12.08	직장에서 일하다 공황장애 및 우울증등 여러가지 병을 진단 받은 상태구요 병원에서도 산재 심사는 통과할거라고 하는데 제가 일을 못 다닐거 같아서 그러는데 퇴직후 산재긴청을 해도 되는건가요 아니면 퇴직 전에 산재에서 요양급여를 신청해야 하는건가요 사람을 많이 상대하는 일이라서 더 이상 일을 못할거 같은데 걱정입니다
399	pandemic	오늘 시험인데 빠지는법좀	2020.12.08	"중3이고 우울증 진단받고 학교 쉬면서 집에서 약먹는중임,근데 오늘 내일 내일모레 기말고사임.. 집에 있느라 공부는,당연히 안했고 학교에 가는거 자체가 너무 스트레스임.,적막속에서 같은 공간에 낯선 사람들과 앉아있다니..,생각만해도 끔찍하고 시험치기싫음 지금도 뛰어내릴까,고민중임 빠지는법좀"
400	pandemic	장애등급문의	2020.12.09	"현재 약 8년간 우울증,분노조절 장애로 치료받고 있습니다.,입원은 한번 약3일 했었고요,병원을 이곳 저곳 옮겨다니다가 현재는 약 1년정도 한 병원에서 약처방 받고 치료중에 있습니다.,,질문,검색해보니 우울증도 장애진단을 받을수 있는거 같더라구요.,장애진단을 받는 방법과,몇급정도 나오는지 또는 혜택과 자동차 장애인 주차증 가능한지 궁금합니다.,또한 정신과로 장애진단 받을시 면허가 취소될수 있는지요?,내공100걸겠습니다.,광고 또는 복사글은 신고하겠습니다."
401	pandemic	정신과 약을 먹고 있는데 살이 계속 찌는 이유가 뭔가요?	2020.12.09	"제가 약을 20살까지 이천에있는 군대에서 지정해준 병원에서 약을 먹었는데요 우울증,공황장애,강박장애 등 분노 조절 장애가 있어서 약을 먹고 있었어요 근데 그때는 제가 채질이 먹어도 안찌는 체질이여서 약을 복용해도 크게 찌거나 그런적은 없었거든요 살짝 찌는 정도는 해도 70키로는 항상 유지가 됬었어요 근데 아버지가 제가 약을 먹고 약에 취해서 해롱해롱 거리니까 안되겠다 싶어서 유명한 교수님께 진단을 받고 약을 복용중이에요 지금까지 3년 다 되가거든요 심해서 입원도 해보고 다 했어요 그리고 약을 복용했는데 이게 증상이 계속해서 안좋아져서 항상 약을 올렸거든요 독하게 그래서 약 성분을 보니까 부작용으로 체중 변화 하는 약이 많더라구요 약 종류가 데파코트서방정250ma 데파코트서방정500ma 젤독스캡슐80ma 자이프렉사자이디스확산정5ma 리보트릴정0.5ma 마그오캡슐500ma 렉사프로정20ma 트라린정100ma 트리헥신정ma 이렇게 먹고 있어요 그리고 저번주에 증상이 계속 심해져서 강박이 너무 심해서 약을 하나 올렸는데 그거는 자세히 모르거든요 근데 그 약에도 부작용이 체중변화가 있었던건 확실히 본거 같아요 그래서 제가 묻고 싶은거는 이 약들을 먹어서 살이 찌는건가요? 이약을 먹고 나서부터 몸무게가 거의40kg가 쪘어요 그리고 제가 지금 약이 독한건가요?? 강박장애가 너무 안났네요 그리고 부작용으로 체중변화가 없는 약으로 대체할수는 없는건가요? "
402	pandemic	중증장애가 무순 뜻인가요?	2020.12.09	"제가 장년에 국립병원에서 입원하면서,진단 받은 종이를 보았는데요,진단명이 우울증스토리(?) 이렇게 적혀있구,그리고 그밑에 중증장애가 적혀있더라구요.,청소년 상담 선생님 말씀으론,조현병과 우울증이 같이 온거라고 하는데,신뢰가 되지 않아서요..,중증장애가 무순 뜻일까요?,참고로 15세 꽃다운 소녀 입니다"
403	pandemic	스트레스때문인가요 살려주세요	2020.12.10	"중3여학생입니다 몇달전 정신과에서 우울증진단을 받았습니다 약을 먹어야한다고 부모님을 모셔오라했는데 한달에 1-2만원도 쓰기아까워하고 모든상황을 자신의기분대로 행동하는 아빠를 모시고갈수 없었어요 의사쌤이 할머니는 안된다고 하더라구요 데려갈 사람이 없었어요 그냥 꾹참고 견딘지 몇달 됐습니다,,하루하루를 무기력하게 폰하고 자고 먹고 그러다보니 무뎌진것같기도 합니다 근데 가끔 가만히 생각을 하다보면 밑에서부터 숨이 막혀온다고 해야하나 그러고 2초동안 숨이 안쉬어지는 기분을 느낍니다 그냥 이 모든 상황이 싫은데 어떡하죠 죽는것밖에 답이 없나요"
